Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"61620","1","2019-10-11 20:38:54","2","241","<machine-learning><cross-validation><hyperparameter><hyperparameter-tuning>","1","1"
"61623","1","2019-10-11 22:16:24","1","15","<machine-learning><neural-network>","0",""
"61624","1","2019-10-12 00:40:59","0","76","<python><sas>","0",""
"61628","1","2019-10-12 03:50:12","0","27","<neural-network><dataset>","1",""
"61629","1","2019-10-12 05:53:23","0","10","<python><svm>","0",""
"61631","1","2019-10-12 07:27:07","0","33","<classification><regression><evaluation><overfitting>","0",""
"61632","1","2019-10-12 07:40:35","1","21","<python><neural-network><deep-learning><time-series><gan>","0",""
"61633","1","2019-10-12 08:00:02","0","74","<r>","0",""
"61634","1","2019-10-12 09:06:15","0","13","<sampling>","0",""
"61635","1","2019-10-12 09:30:36","0","43","<machine-learning><neural-network><deep-learning><data-science-model>","1",""
"61637","1","2019-10-12 13:29:25","1","66","<time-series><predictive-modeling>","1",""
"61639","1","2019-10-12 14:13:16","0","655","<regression><logistic-regression><k-nn><bayes-error>","2",""
"61641","1","2019-10-12 14:22:58","1","143","<lstm><pytorch>","0",""
"61643","1","2019-10-12 14:45:09","0","43","<deep-learning>","1",""
"61649","1","2019-10-12 18:55:18","0","58","<neural-network><deep-learning><meta-learning>","0",""
"61650","1","2019-10-12 19:18:53","0","81","<data-cleaning><preprocessing><missing-data><data-analysis><data-imputation>","0","1"
"61656","1","2019-10-13 01:46:53","1","72","<neural-network><cnn><pooling>","1",""
"61657","1","2019-10-13 03:12:07","0","838","<machine-learning><classification><class-imbalance><sampling><imbalanced-learn>","2",""
"61660","1","2019-10-13 03:59:58","0","7","<categorical-data><encoding>","0",""
"61661","1","2019-10-13 04:41:56","0","66","<classification><class-imbalance>","0",""
"52956","1","2019-05-31 07:34:15","1","169","<python>","1",""
"52957","1","2019-05-31 07:41:47","1","78","<machine-learning><python><time-series><statistics>","0",""
"52959","1","2019-05-31 07:54:00","1","35","<convolution><gan><generative-models>","0",""
"52964","1","2019-05-31 10:35:45","2","478","<word2vec><word-embeddings><gensim><embeddings><cosine-distance>","1","1"
"52967","1","2019-05-31 11:13:15","0","20","<deep-learning><rnn>","0",""
"52968","1","2019-05-31 11:28:33","2","470","<python><pandas><dataframe>","1",""
"52969","1","2019-05-31 11:31:58","1","184","<data-mining>","2","0"
"52974","1","2019-05-31 12:48:16","0","59","<python>","1",""
"52978","1","2019-05-31 13:50:08","1","154","<classification><text><binary>","4",""
"52980","1","2019-05-31 14:12:00","0","30","<model-selection>","0",""
"52981","1","2019-05-31 14:22:17","0","50","<nlp><topic-model><lda><gensim>","0",""
"52983","1","2019-05-31 14:46:46","0","28","<r>","1",""
"52986","1","2019-05-31 15:29:22","3","421","<pandas><sql><seaborn>","2",""
"52987","1","2019-05-31 15:31:56","1","52","<python><random-forest><matlab>","1",""
"52989","1","2019-05-31 15:40:23","1","86","<classification>","1","1"
"52992","1","2019-05-31 16:39:44","0","117","<python><lda-classifier>","1",""
"52993","1","2019-05-31 16:43:43","0","116","<dataset><named-entity-recognition>","1",""
"52997","1","2019-05-31 17:46:24","1","587","<reinforcement-learning><q-learning><dqn><deep-network>","1",""
"53000","1","2019-05-31 18:01:11","0","37","<r>","1",""
"53001","1","2019-05-31 18:32:24","1","86","<machine-learning><data-mining><bigdata><data-cleaning><preprocessing>","1",""
"53009","1","2019-05-31 20:51:06","4","284","<python><neural-network>","3","1"
"53012","1","2019-05-31 23:29:03","1","614","<machine-learning><python><neural-network><deep-learning><keras>","1",""
"53013","1","2019-05-31 23:42:13","0","40","<machine-learning><random-forest><machine-learning-model>","1",""
"53023","1","2019-06-01 00:26:32","3","5666","<data><kaggle>","4","2"
"53027","1","2019-06-01 06:57:13","2","19","<visualization><matplotlib><ipython><3d-reconstruction>","0",""
"53030","1","2019-06-01 08:48:41","5","305","<cnn><transfer-learning><faster-rcnn><difference>","2",""
"53031","1","2019-06-01 09:19:54","1","272","<machine-learning><keras><tensorflow>","0",""
"53033","1","2019-06-01 09:58:54","8","2475","<machine-learning><neural-network><deep-learning><model-selection><hyperparameter-tuning>","3","1"
"53035","1","2019-06-01 11:20:15","1","102","<neural-network><deep-learning><r><hyperparameter-tuning><grid-search>","0",""
"53037","1","2019-06-01 11:28:12","0","37","<r><predictive-modeling>","2",""
"53038","1","2019-06-01 11:48:04","0","26","<clustering><visualization><dimensionality-reduction>","1",""
"53041","1","2019-06-01 12:24:26","2","53","<machine-learning><python><keras><optimization>","2",""
"53044","1","2019-06-01 13:26:40","0","41","<r><time-series><predictive-modeling><outlier>","1",""
"53045","1","2019-06-01 13:34:25","0","62","<machine-learning><neural-network><deep-learning>","1",""
"53046","1","2019-06-01 14:12:30","1","31","<machine-learning><statistics><recommender-system>","0",""
"53047","1","2019-06-01 14:17:40","1","82","<optimization><gradient-descent>","1",""
"53048","1","2019-06-01 14:23:37","6","27522","<machine-learning><python>","1","1"
"53053","1","2019-06-01 16:15:28","1","48","<python><classification>","0",""
"53056","1","2019-06-01 17:43:15","0","40","<random-forest><knime>","1",""
"53058","1","2019-06-01 18:05:36","3","2357","<machine-learning><python><feature-selection><categorical-data>","1","1"
"53059","1","2019-06-01 18:46:51","0","326","<linear-regression><linear-algebra>","1",""
"53060","1","2019-06-01 18:51:47","1","339","<cnn><image-classification><faster-rcnn>","0",""
"53062","1","2019-06-01 19:11:41","0","76","<word-embeddings><data-science-model><confusion-matrix>","0",""
"53063","1","2019-06-01 19:27:18","2","72","<classification><machine-learning-model><multilabel-classification>","1",""
"53067","1","2019-06-01 20:33:21","2","44","<python><clusters>","1",""
"53071","1","2019-06-01 23:01:48","-1","35","<statistics><descriptive-statistics><estimators>","1",""
"53072","1","2019-06-01 23:37:17","1","28","<machine-learning><tensorflow>","0","1"
"53080","1","2019-06-02 10:47:58","3","674","<neural-network><lstm><word-embeddings><sentiment-analysis>","2",""
"53082","1","2019-06-02 11:07:11","0","9","<deep-learning><feature-selection><labels><vgg16>","1","0"
"53088","1","2019-06-02 14:51:58","1","84","<python><pandas><numpy>","0",""
"53089","1","2019-06-02 14:53:58","5","3052","<deep-learning><lstm><apache-spark>","1","1"
"53093","1","2019-06-02 17:53:47","0","178","<feature-selection><linear-regression><feature-engineering>","3",""
"53094","1","2019-06-02 17:54:38","2","87","<learning><learning-to-rank>","0","3"
"53097","1","2019-06-02 18:27:05","3","50","<machine-learning><reinforcement-learning><dynamic-programming>","1","1"
"53100","1","2019-06-02 19:36:18","4","445","<python><classification><multiclass-classification><naive-bayes-classifier>","1",""
"53104","1","2019-06-02 22:35:27","-1","40","<python>","1",""
"53106","1","2019-06-02 23:26:08","0","39","<python><image-preprocessing>","1",""
"53108","1","2019-06-03 01:03:04","2","72","<machine-learning><neural-network><keras><mlp>","0",""
"53109","1","2019-06-03 01:37:42","3","108","<classification><perceptron><mlp>","1","1"
"53110","1","2019-06-03 03:35:58","1","137","<machine-learning><nlp><word2vec><machine-translation>","2",""
"61662","1","2019-10-13 04:47:18","3","154","<machine-learning><nlp><natural-language-process>","1",""
"61664","1","2019-10-13 09:59:11","0","12","<reinforcement-learning><dqn>","0",""
"61666","1","2019-10-13 10:39:28","0","22","<image-classification><k-means>","1",""
"61667","1","2019-10-13 11:18:37","0","38","<logistic-regression><accuracy><k-nn><kaggle><mnist>","1",""
"61668","1","2019-10-13 12:18:42","0","19","<r><labels><markov-process>","0",""
"61669","1","2019-10-13 12:50:08","1","3398","<python><data-mining><data-cleaning><preprocessing><data-science-model>","1","0"
"61671","1","2019-10-13 13:24:11","0","497","<pytorch>","1",""
"61675","1","2019-10-13 15:37:03","0","26","<machine-learning><neural-network><anomaly-detection><autoencoder>","0",""
"61678","1","2019-10-13 16:40:17","0","14","<data-mining><data><data-cleaning><visualization>","0",""
"61680","1","2019-10-13 21:27:30","2","182","<python><neural-network><keras><autoencoder><dimensionality-reduction>","1",""
"61681","1","2019-10-13 21:41:09","0","22","<machine-learning><python><keras><tensorflow>","0",""
"61682","1","2019-10-13 21:47:05","1","31","<machine-learning><classification><pyspark>","1",""
"61683","1","2019-10-13 22:25:54","0","70","<python><scikit-learn>","1",""
"61684","1","2019-10-13 22:39:41","2","55","<multiclass-classification><distribution><variance><gaussian>","1",""
"61692","1","2019-10-14 06:24:06","2","541","<nlp><word-embeddings><natural-language-process>","1",""
"61696","1","2019-10-14 07:58:08","3","128","<r><multilabel-classification><confusion-matrix>","1","1"
"61697","1","2019-10-14 09:27:58","0","69","<tensorflow><cnn><transfer-learning><vgg16><neural-style-transfer>","1",""
"61703","1","2019-10-14 11:19:39","1","22","<neural-network><perceptron>","1",""
"61705","1","2019-10-14 11:48:15","0","85","<machine-learning><correlation><kaggle><seaborn>","0",""
"61706","1","2019-10-14 11:49:31","1","156","<dataset><data><normalization>","1",""
"61707","1","2019-10-14 11:51:21","0","669","<reinforcement-learning><dqn><policy-gradients><ai>","1",""
"61708","1","2019-10-14 12:39:14","1","166","<machine-learning><python><decision-trees><boosting>","1",""
"61709","1","2019-10-14 12:39:15","0","34","<visualization>","2",""
"61710","1","2019-10-14 12:40:04","1","43","<computer-vision><self-driving>","1",""
"61713","1","2019-10-14 13:00:44","0","63","<machine-learning><r><preprocessing><pca>","0",""
"61716","1","2019-10-14 13:04:19","0","21","<data-mining><visualization><matplotlib><data-analysis><seaborn>","0",""
"61726","1","2019-10-14 17:13:25","0","41","<nlp><convnet><sentiment-analysis>","2",""
"61727","1","2019-10-14 18:46:05","0","23","<dataset><object-recognition>","1",""
"61728","1","2019-10-14 19:15:58","1","56","<named-entity-recognition><stemming>","2","0"
"61733","1","2019-10-14 21:23:16","1","710","<machine-learning><classification><data><xgboost><unbalanced-classes>","2",""
"61736","1","2019-10-14 22:25:17","2","19","<machine-learning><neural-network><generative-models>","0",""
"61741","1","2019-10-14 23:49:12","0","60","<machine-learning><visualization><image-recognition><ocr>","0",""
"61743","1","2019-10-15 02:33:36","0","256","<machine-learning><regression><linear-regression>","1",""
"61745","1","2019-10-15 04:41:59","1","40","<deep-learning><classification><normalization><deep-network>","2",""
"61747","1","2019-10-15 07:14:14","1","452","<svm><class-imbalance><scoring><gridsearchcv>","2","1"
"61749","1","2019-10-15 08:21:38","0","27","<time-series>","1",""
"61750","1","2019-10-15 08:27:00","0","91","<python><deep-learning><keras><convnet><transfer-learning>","0",""
"61753","1","2019-10-15 09:16:53","1","197","<python><pandas>","0",""
"61755","1","2019-10-15 09:57:44","0","55","<nlp><text-mining><information-retrieval><named-entity-recognition>","1",""
"61756","1","2019-10-15 10:07:25","0","10","<data><bias>","0",""
"61757","1","2019-10-15 10:22:56","0","112","<backpropagation>","0",""
"61758","1","2019-10-15 10:23:52","1","39","<machine-learning><python><classification><cnn>","0",""
"61759","1","2019-10-15 10:24:11","4","428","<neural-network><nlp><ai><chatbot>","1",""
"61761","1","2019-10-15 10:51:42","1","654","<xgboost><multiclass-classification>","1","1"
"61762","1","2019-10-15 10:54:53","1","239","<deep-learning><keras><tensorflow><cnn><lstm>","1",""
"61767","1","2019-10-15 12:53:35","0","24","<linear-regression><data-science-model><usecase>","1",""
"61768","1","2019-10-15 13:08:21","0","22","<machine-learning><predictive-modeling><data-cleaning><feature-engineering><churn>","0",""
"61770","1","2019-10-15 13:14:16","0","62","<faster-rcnn>","0",""
"61771","1","2019-10-15 13:19:59","5","276","<random-forest><xgboost><boosting><variance><bias>","2","1"
"61774","1","2019-10-15 14:29:59","1","102","<regression><preprocessing><normalization><feature-scaling>","1","1"
"61778","1","2019-10-15 15:15:44","0","453","<machine-learning><python><nlp><regression>","2","2"
"61780","1","2019-10-15 16:04:37","0","21","<supervised-learning>","0",""
"61782","1","2019-10-15 17:07:39","0","46","<python><linear-regression>","1",""
"61783","1","2019-10-15 17:46:22","1","44","<python><nlp><regex>","1",""
"61786","1","2019-10-15 18:13:09","1","12","<optimization><sparsity>","0","1"
"61788","1","2019-10-15 19:38:28","2","43","<machine-learning><neural-network><explainable-ai>","1",""
"53112","1","2019-06-03 05:44:46","1","11","<machine-learning><natural-language-process>","0",""
"53113","1","2019-06-03 05:51:45","0","623","<categorical-data><correlation>","1",""
"53114","1","2019-06-03 06:01:27","3","4476","<tensorflow><computer-vision><feature-extraction><machine-learning-model><object-detection>","1",""
"53115","1","2019-06-03 08:58:34","1","31","<orange><orange3>","0",""
"53116","1","2019-06-03 09:08:50","2","129","<machine-learning><neural-network><time-series><predictive-modeling><linear-regression>","0","0"
"53118","1","2019-06-03 09:48:55","0","994","<cnn><pytorch><transfer-learning>","1",""
"53120","1","2019-06-03 10:41:33","0","207","<deep-learning><keras><tensorflow><dataset><cnn>","0",""
"53122","1","2019-06-03 11:14:12","0","46","<machine-learning>","0","1"
"53125","1","2019-06-03 12:17:26","2","3381","<csv>","1","1"
"53131","1","2019-06-03 13:37:36","1","93","<machine-learning><data-cleaning><logistic-regression><feature-engineering>","1",""
"53133","1","2019-06-03 13:58:38","1","315","<python><r><matlab><sql><julia>","1","1"
"53134","1","2019-06-03 14:00:50","0","2027","<deep-learning><tensorflow><rnn>","1",""
"53136","1","2019-06-03 14:47:45","3","156","<regression><probability>","2",""
"53137","1","2019-06-03 14:51:02","2","24","<machine-learning><nlp><machine-translation><data-augmentation><text-generation>","0",""
"53138","1","2019-06-03 14:59:14","8","1604","<multiclass-classification><normalization><data-imputation>","2","5"
"53139","1","2019-06-03 15:03:36","-1","19","<text-mining><text><text-filter>","1",""
"53141","1","2019-06-03 15:37:42","1","73","<machine-learning><lstm><rnn>","0",""
"53144","1","2019-06-03 16:22:39","0","838","<r><time-series><training><forecasting>","1",""
"53145","1","2019-06-03 16:25:12","1","26","<nlp><similar-documents><vector-space-models>","0",""
"53152","1","2019-06-03 18:42:34","2","558","<time-series><predictive-modeling><feature-selection>","1","1"
"53153","1","2019-06-03 19:22:04","2","197","<classification><regression><feature-selection><dimensionality-reduction><regularization>","1",""
"53157","1","2019-06-03 21:46:30","1","90","<embeddings><tsne>","0","1"
"53162","1","2019-06-04 03:49:31","3","873","<machine-learning><loss-function>","3","2"
"53165","1","2019-06-04 05:20:25","1","25","<python><pandas>","0",""
"53171","1","2019-06-04 08:24:06","2","118","<machine-learning><loss-function>","1",""
"53177","1","2019-06-04 10:26:16","1","47","<pyspark><aws>","0",""
"53178","1","2019-06-04 10:29:03","2","208","<machine-learning><object-detection><opencv>","1",""
"53181","1","2019-06-04 11:23:27","2","1559","<classification><random-forest><preprocessing><categorical-data><unbalanced-classes>","5",""
"53182","1","2019-06-04 11:24:20","1","36","<regression><predictive-modeling><logistic-regression>","1",""
"53185","1","2019-06-04 11:57:04","1","43","<classification><training><prediction>","1",""
"53191","1","2019-06-04 13:29:43","1","13","<optimization>","0",""
"53194","1","2019-06-04 14:09:54","1","35","<training><feature-engineering><feature-extraction><feature-construction>","1","1"
"53195","1","2019-06-04 14:20:24","0","18","<data-cleaning>","1",""
"53196","1","2019-06-04 14:22:23","0","79","<python><neural-network><cnn><convolution>","0",""
"53197","1","2019-06-04 14:33:24","1","66","<machine-learning><data-mining><data><data-wrangling>","1",""
"53198","1","2019-06-04 14:42:24","2","30","<correlation>","1",""
"53199","1","2019-06-04 16:09:08","3","346","<time-series><prediction>","3",""
"53201","1","2019-06-04 16:56:34","1","180","<deep-learning><cnn><convnet><overfitting>","2",""
"53204","1","2019-06-04 17:26:16","4","242","<machine-learning><javascript>","2",""
"53210","1","2019-06-04 18:18:46","1","20","<python><image-classification><computer-vision><geospatial>","1",""
"53213","1","2019-06-04 18:50:38","3","640","<statistics><plotting><matplotlib><distribution>","1",""
"53214","1","2019-06-04 19:18:58","0","315","<machine-learning><rnn>","0",""
"53215","1","2019-06-04 20:01:15","0","163","<classification><feature-selection>","1",""
"53217","1","2019-06-04 20:45:45","1","61","<time-series><forecasting>","1",""
"53222","1","2019-06-04 23:32:31","1","43","<r><time-series><forecast><graphical-model>","0",""
"53223","1","2019-06-05 03:06:55","0","122","<tensorflow>","1",""
"53224","1","2019-06-05 04:32:47","0","76","<machine-learning><python><scikit-learn><linear-regression><kaggle>","2",""
"53225","1","2019-06-05 05:32:17","0","482","<machine-learning><deep-learning><logistic-regression>","1","1"
"53226","1","2019-06-05 05:40:59","2","369","<logistic-regression>","2",""
"53228","1","2019-06-05 06:41:37","1","29","<clustering>","1",""
"53230","1","2019-06-05 07:30:51","3","522","<machine-learning><python><scikit-learn><pandas><historgram>","1",""
"53231","1","2019-06-05 07:40:59","0","21","<machine-learning><deep-learning><logistic-regression>","1",""
"53234","1","2019-06-05 08:55:54","0","39","<machine-learning>","2",""
"53237","1","2019-06-05 09:13:51","0","63","<machine-learning>","1",""
"61791","1","2019-10-15 20:34:25","0","50","<computer-vision>","1","0"
"61794","1","2019-10-15 22:02:09","0","8","<social-network-analysis>","0",""
"61802","1","2019-10-16 06:22:44","0","37","<machine-learning><nlp><natural-language-process>","1","2"
"61804","1","2019-10-16 06:35:48","0","71","<backpropagation>","0",""
"61806","1","2019-10-16 07:35:07","0","110","<machine-learning><python>","1",""
"61807","1","2019-10-16 08:14:28","1","64","<keras><convnet><image-preprocessing>","0",""
"61811","1","2019-10-16 09:15:08","0","18","<keras><convnet><image-preprocessing>","0",""
"61814","1","2019-10-16 10:50:19","0","49","<class-imbalance>","2",""
"61815","1","2019-10-16 11:16:12","1","15","<time-series><clustering><unsupervised-learning>","0","1"
"61816","1","2019-10-16 11:34:41","0","13","<time-series><statistics><correlation><probability>","0",""
"61819","1","2019-10-16 12:38:08","0","97","<hyperparameter-tuning><weka><grid-search>","2",""
"61821","1","2019-10-16 13:42:46","0","56","<neural-network><keras><regression><grid-search><gridsearchcv>","1",""
"61823","1","2019-10-16 14:10:37","0","26","<classification><keras>","1",""
"61825","1","2019-10-16 14:52:38","7","312","<nlp><natural-language-process><bert>","1","6"
"61828","1","2019-10-16 15:44:18","0","17","<machine-learning><time-series><rnn><feature-engineering><feature-extraction>","0",""
"61830","1","2019-10-16 16:51:28","1","18","<dataset><statistics><data>","0",""
"61831","1","2019-10-16 16:51:56","0","25","<neural-network><backpropagation>","0",""
"61832","1","2019-10-16 16:59:43","0","139","<deep-learning><keras><tensorflow><autoencoder>","1",""
"61833","1","2019-10-16 17:40:33","0","14","<data><bigdata>","0",""
"61835","1","2019-10-16 18:47:50","0","24","<cnn><training><evaluation>","0",""
"61837","1","2019-10-16 19:25:05","2","96","<keras><word-embeddings><similarity>","1",""
"61839","1","2019-10-16 19:29:34","3","31","<machine-learning><python><text-mining>","2",""
"61842","1","2019-10-16 21:50:24","1","31","<image-classification><image-recognition><image-preprocessing>","1",""
"61844","1","2019-10-17 00:48:51","0","13","<natural-language-process><language-model><bert><transformer>","0",""
"61849","1","2019-10-17 05:32:52","1","38","<neural-network><lstm><recurrent-neural-net><model-selection><language-model>","1",""
"61850","1","2019-10-17 06:46:53","2","243","<python><pandas><numpy>","1",""
"53239","1","2019-06-05 09:34:48","0","38","<classification><lstm><multiclass-classification><multilabel-classification>","1",""
"53240","1","2019-06-05 09:39:43","3","116","<machine-learning><machine-learning-model>","0","2"
"53244","1","2019-06-05 10:11:58","2","380","<machine-learning><neural-network><keras><image-classification>","0",""
"53245","1","2019-06-05 10:19:40","2","317","<machine-learning><r><metadata><meta-learning>","1",""
"53246","1","2019-06-05 11:33:58","4","247","<autoencoder><feature-scaling><outlier>","2",""
"53249","1","2019-06-05 12:44:21","3","85","<machine-learning><regression><statistics><linear-regression>","2",""
"53252","1","2019-06-05 13:11:43","2","84","<python><neural-network><deep-learning><keras>","1",""
"53256","1","2019-06-05 13:54:34","2","5396","<deep-learning><accuracy><overfitting>","1",""
"53258","1","2019-06-05 14:52:34","2","241","<neural-network><deep-learning><lstm><rnn><word-embeddings>","1",""
"53259","1","2019-06-05 15:09:44","1","156","<python><deep-learning>","1",""
"53260","1","2019-06-05 15:42:56","2","36","<clustering><data-cleaning><tools>","1","1"
"53261","1","2019-06-05 15:43:48","2","36","<loss-function>","0","1"
"53265","1","2019-06-05 16:41:37","1","8937","<machine-learning><classification><scikit-learn>","2",""
"53267","1","2019-06-05 16:58:40","1","24","<visualization>","1",""
"53268","1","2019-06-05 17:05:43","2","95","<pca>","1","1"
"53270","1","2019-06-05 17:07:41","7","3146","<topic-model><lda><bert>","3","2"
"53271","1","2019-06-05 17:26:50","0","617","<sentiment-analysis><lda>","2",""
"53278","1","2019-06-05 19:26:24","2","77","<predictive-modeling><bayesian>","1",""
"53285","1","2019-06-05 22:30:47","2","26","<gradient-descent><loss-function><backpropagation>","0",""
"53288","1","2019-06-05 23:04:27","0","119","<classification><confusion-matrix>","0",""
"53290","1","2019-06-06 00:26:02","3","357","<deep-learning><time-series><lstm><rnn>","2",""
"53291","1","2019-06-06 00:33:43","1","294","<tensorflow><convolution><faster-rcnn>","1",""
"53292","1","2019-06-06 00:54:31","2","107","<machine-learning><data-mining><time-series><predictive-modeling><anomaly-detection>","0","1"
"53294","1","2019-06-06 03:06:12","1","1029","<machine-learning>","1",""
"53296","1","2019-06-06 03:52:18","2","61","<data-science-model>","1",""
"53298","1","2019-06-06 04:42:29","2","86","<nlp><sentiment-analysis><lda><dirichlet>","1",""
"53300","1","2019-06-06 05:24:10","1","127","<dataset><image-classification><object-detection><yolo>","1",""
"53301","1","2019-06-06 05:31:17","4","223","<python><image-preprocessing>","1","2"
"61851","1","2019-10-17 07:04:54","1","18","<machine-learning><neural-network><lstm><geospatial><sensors>","0",""
"61852","1","2019-10-17 07:13:48","0","19","<k-means>","0",""
"61853","1","2019-10-17 07:24:31","2","31","<machine-learning><predictive-modeling><random-forest>","0",""
"61858","1","2019-10-17 08:21:06","1","863","<data><training><smote>","2",""
"61861","1","2019-10-17 09:41:31","0","50","<machine-learning><natural-language-process><beginner><named-entity-recognition>","2","1"
"61862","1","2019-10-17 10:49:44","0","34","<classification><class-imbalance><weka>","0",""
"61864","1","2019-10-17 11:16:09","0","44","<python><neural-network><keras><prediction><evaluation>","2",""
"61866","1","2019-10-17 12:12:04","0","24","<machine-learning><cnn><training><object-detection><transfer-learning>","1",""
"61867","1","2019-10-17 12:12:36","0","43","<neural-network><keras><cross-validation><evaluation><hyperparameter>","1",""
"61869","1","2019-10-17 12:22:11","0","38","<machine-learning><classification><gradient-descent>","2",""
"61876","1","2019-10-17 14:40:07","0","54","<missing-data>","1",""
"61878","1","2019-10-17 15:50:06","9","574","<machine-learning><deep-learning><cnn><natural-language-process><programming>","2","1"
"61879","1","2019-10-17 15:53:27","0","68","<python><visualization><matplotlib>","0",""
"61882","1","2019-10-17 16:31:53","0","26","<python><keras><recurrent-neural-net>","0",""
"61886","1","2019-10-17 16:58:19","0","39","<text-mining><algorithms><topic-model><lda>","0","1"
"61888","1","2019-10-17 17:54:37","1","64","<machine-learning><scikit-learn><cross-validation>","3",""
"61890","1","2019-10-17 18:08:20","2","316","<machine-learning><random-forest><decision-trees><apache-spark><ensemble-modeling>","2",""
"61891","1","2019-10-17 18:17:04","0","96","<python><regression><dimensionality-reduction>","0",""
"61892","1","2019-10-17 18:25:55","0","11","<machine-learning><distance><k-nn>","0",""
"61899","1","2019-10-17 19:59:18","2","761","<machine-learning><python><scikit-learn><lightgbm>","1",""
"61900","1","2019-10-17 20:02:15","0","46","<scikit-learn><random-forest>","1",""
"53304","1","2019-06-06 06:58:28","3","33","<neural-network><deep-learning><classification><keras><image-classification>","1","2"
"53307","1","2019-06-06 07:29:50","0","243","<nlp><lstm><rnn><multiclass-classification><multilabel-classification>","2","1"
"53308","1","2019-06-06 07:55:43","7","1824","<machine-learning><deep-learning>","3","1"
"53317","1","2019-06-06 09:26:53","0","22","<machine-learning-model><performance><features>","1",""
"53319","1","2019-06-06 09:52:38","2","128","<neural-network><cnn><dropout>","2",""
"53322","1","2019-06-06 10:06:29","2","377","<dataset>","2",""
"53325","1","2019-06-06 10:52:01","2","286","<machine-learning><python><scikit-learn><logistic-regression><kaggle>","3",""
"53327","1","2019-06-06 12:19:43","0","49","<machine-learning><anomaly-detection>","1",""
"53333","1","2019-06-06 13:00:22","1","27","<deep-learning><image>","0",""
"53336","1","2019-06-06 13:56:27","0","44","<machine-learning><reinforcement-learning><ai>","2",""
"53340","1","2019-06-06 14:31:01","1","254","<nlp><text-mining><natural-language-process><tfidf>","1",""
"53342","1","2019-06-06 14:54:07","2","175","<machine-learning><scikit-learn><multilabel-classification>","1",""
"53345","1","2019-06-06 15:34:10","1","64","<machine-learning><deep-learning>","2",""
